assessment_name,url,description,tags,test_type,norm_name,norm_description,norm_tags
Virtual Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-2100/,"Online, Singapore, Feb 5, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment,"online, singapore, feb 5, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-1992/,"Online, United Arab Emirates, Nov 18, 2025: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment,"online, united arab emirates, nov 18, 2025: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-2104/,"Online, Singapore, Oct 15, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment,"online, singapore, oct 15, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-1945/,"Online, Singapore, Dec 4, 2025: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment,"online, singapore, dec 4, 2025: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-1842/,"Online, Hong Kong, Dec 9, 2025: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment,"online, hong kong, dec 9, 2025: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-2105/,"Online, Singapore, Dec 10, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment,"online, singapore, dec 10, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-2181/,"Online, United Arab Emirates, Sep 23, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment,"online, united arab emirates, sep 23, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2074/,"Online, UK, Oct 5, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, oct 5, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2069/,"Online, UK, Jun 30, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, jun 30, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2063/,"Online, UK, Mar 24, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, mar 24, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2070/,"Online, UK, Jul 13, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, jul 13, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2066/,"Online, UK, May 11, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, may 11, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2072/,"Online, UK, Sep 7, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, sep 7, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2060/,"Online, UK, Feb 2, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, feb 2, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-1904/,"Online, UK, Dec 8, 2025: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, dec 8, 2025: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2064/,"Online, UK, Apr 13, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, apr 13, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2062/,"Online, UK, Mar 9, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, mar 9, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2058/,"Online, UK, Jan 5, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, jan 5, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2075/,"Online, UK, Nov 3, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, nov 3, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2059/,"Online, UK, Jan 20, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, jan 20, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2061/,"Online, UK, Feb 24, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, feb 24, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2065/,"Online, UK, Apr 28, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, apr 28, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2068/,"Online, UK, Jun 15, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, jun 15, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2071/,"Online, UK, Aug 18, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,virtual personality & ability assessment (09.00 - 12.30),"online, uk, aug 18, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
