assessment_name,url,description,tags,test_type
Training zur Persönlichkeits- & Fähigkeitsbeurteilung (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/training-zur-pers%C3%B6nlichkeits-and-f%C3%A4higkeitsbeurteilung-%2809-00-12-30%29-2040/,"Online, Germany, Oct 12, 2026: Vorbereitung für die Teilnehmer: E-Learning Module zum theoretischen HintergrundGrundlagen und Inhalte des OPQ32r und Verify 	 Erfassung kognitiver…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K
Guest Services Associate Solution,https://www.shl.com/products/product-catalog/view/guest-services-associate-solution/,Guest Services Associate Solution: The Guest Services Associate solution is designed for entry to mid-level customer service positions in the hospitality industry. The solution is for highly…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Healthcare Aide 7.0 Solution,https://www.shl.com/products/product-catalog/view/healthcare-aide-7-0-solution/,"Healthcare Aide 7.0 Solution: Our Healthcare Aide 7.0 solution is designed for individually-oriented, entry-level positions that directly support another person's health and well-being. The…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Healthcare Call Center Agent Solution,https://www.shl.com/products/product-catalog/view/healthcare-call-center-agent-solution/,Healthcare Call Center Agent Solution: The Healthcare Call Center Agent solution is for entry-level positions in an inbound healthcare call center environment.  Sample tasks for this job include…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Healthcare Service Associate Solution,https://www.shl.com/products/product-catalog/view/healthcare-service-associate-solution/,Healthcare Service Associate Solution: The Healthcare Service Associate solution is for entry-level positions in a healthcare environment that require the employee to interact with patients.  Sample…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Healthcare Support Specialist Solution,https://www.shl.com/products/product-catalog/view/healthcare-support-specialist-solution/,Healthcare Support Specialist Solution: The Healthcare Support Specialist solution is for entry-level positions in a healthcare environment that do not require the employee to interact with patients…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Home Health Aide Solution,https://www.shl.com/products/product-catalog/view/home-health-aide-solution/,"Home Health Aide Solution: The Home Health Aide solution is for entry-level positions in an in-home or group home environment.  Sample tasks for this job include, but are not limited to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Hospitality Manager Solution,https://www.shl.com/products/product-catalog/view/hospitality-manager-solution/,Hospitality Manager Solution: The Hospitality Manager solution is designed for management level positions in the hospitality industry. Sample tasks include overall property management…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Host Solution,https://www.shl.com/products/product-catalog/view/host-solution/,"Host Solution: The Host solution is designed for entry level positions in the hospitality industry. Sample tasks include greeting guests, managing wait lists and showing…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Industrial - Entry Level 7.0 Solution,https://www.shl.com/products/product-catalog/view/industrial-entry-level-7-0-solution/,"Industrial - Entry Level 7.0 Solution: Our Industrial – Entry Level 7.0 solution is designed for entry-level positions, and measures the behaviors and experiences that underlie successful and safe…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K&P
Industrial - Entry Level 7.1 (Americas),https://www.shl.com/products/product-catalog/view/industrial-entry-level-7-1-%28americas%29/,"Industrial - Entry Level 7.1 (Americas): Our Industrial – Entry Level 7.1 solution is designed for entry-level positions, and measures the behaviors and experiences that underlie successful and safe…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K&P
Industrial - Entry Level 7.1 (International),https://www.shl.com/products/product-catalog/view/industrial-entry-level-7-1-%28international%29/,"Industrial - Entry Level 7.1 (International): Our Industrial – Entry Level 7.1 solution is designed for entry-level positions, and measures the behaviors and experiences that underlie successful and safe…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K&P
Industrial - Professional and Skilled 7.0 Solution,https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-0-solution/,Industrial - Professional and Skilled 7.0 Solution: Our Industrial – Professional and Skilled 7.0 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K&P
Proof Operator - Processing Specialist -Short Form,https://www.shl.com/products/product-catalog/view/proof-operator-processing-specialist-short-form/,Proof Operator - Processing Specialist -Short Form: The Proof Operator – Processing Specialist solution is for entry-level positions that perform basic daily bank operations procedures such as the processing of…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Reservation Agent Solution,https://www.shl.com/products/product-catalog/view/reservation-agent-solution/,"Reservation Agent Solution: The Reservation Agent solution is designed for entry-level positions within the hospitality industry. Sample tasks may indlude making, updating, or canceling…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Restaurant Manager Solution,https://www.shl.com/products/product-catalog/view/restaurant-manager-solution/,Restaurant Manager Solution: The Restaurant Manager solution is designed for management level positions in the hospitality industry. Sample tasks include purchasing food and supplies…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Restaurant Supervisor Solution,https://www.shl.com/products/product-catalog/view/restaurant-supervisor-solution/,Restaurant Supervisor Solution: The Restaurant Supervisor solution is designed for management level positions in the hospitality industry. Sample tasks include serving as a staff resource…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Retail Consultant Solution,https://www.shl.com/products/product-catalog/view/retail-consultant-solution/,"Retail Consultant Solution: The Retail Consultant solution is for entry to mid-level retail positions in which employees proactively sell products to customers, develop relationships with…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Retail Manager w/ Sales Solution,https://www.shl.com/products/product-catalog/view/retail-manager-w-sales-solution/,Retail Manager w/ Sales Solution: The Retail Manager with Sales solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Retail Sales Associate Solution,https://www.shl.com/products/product-catalog/view/retail-sales-associate-solution/,Retail Sales Associate Solution: The Retail Sales Associate solution is for entry-level retail positions in which employees proactively sell products to customers and have their pay and/or…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Sales Director Solution,https://www.shl.com/products/product-catalog/view/sales-director-solution/,Sales Director Solution: The Sales Director solution is for mid- to senior-level sales management positions that oversee the sales function across multiple offices or geographic…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Sales Engineer Solution,https://www.shl.com/products/product-catalog/view/sales-engineer-solution/,Sales Engineer Solution: The Sales Engineer solution is designed for use with professional level telecommunications engineers with distinct sales responsibilities. The solution is…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Sales Manager Solution,https://www.shl.com/products/product-catalog/view/sales-manager-solution/,Sales Manager Solution: The Sales Manager solution is an assessment used for applying to entry to mid-level sales leadership positions that generally manage employees and have a…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Sales Professional 7.0 Solution,https://www.shl.com/products/product-catalog/view/sales-professional-7-0-solution/,"Sales Professional 7.0 Solution: Our Sales Professional 7.0 solution is designed for entry to mid-level sales positions in which employees proactively sell products to customers, develop…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Sales Professional 7.1 (Americas),https://www.shl.com/products/product-catalog/view/sales-professional-7-1-%28americas%29/,"Sales Professional 7.1 (Americas): Our Sales Professional 7.1 solution is designed for entry to mid-level sales positions in which employees proactively sell products to customers, develop…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
BizTalk (New),https://www.shl.com/products/product-catalog/view/biztalk-new/,"BizTalk (New): Multi-choice test that measures the knowledge of BizTalk architecture, pipelines, adapters, business process techniques and BizTalk administration.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Business Communication (adaptive),https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,Business Communication (adaptive): This is an adaptive test that measures knowledge of communicating in the workplace. It measures the skills necessary to communicate effectively with coworkers…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Business Communications,https://www.shl.com/products/product-catalog/view/business-communications/,Business Communications: This test measures the candidate's knowledge of communicating in the workplace.  It measures the skills necessary to communicate effectively with coworkers at…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
C Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new/,"C Programming (New): Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
C# Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new-4039/,"C# Programming (New): Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
C++ Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new-4122/,C++ Programming (New): Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Cardiology and Diabetes Management (New),https://www.shl.com/products/product-catalog/view/cardiology-and-diabetes-management-new/,"Cardiology and Diabetes Management (New): Multi-choice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes, and understanding of the diagnostic tests used…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Ceramic Engineering (New),https://www.shl.com/products/product-catalog/view/ceramic-engineering-new/,"Ceramic Engineering (New): Multi-choice test that measures the knowledge of classification of ceramic materials, production of ceramics and thermodynamics.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Chemical Engineering (New),https://www.shl.com/products/product-catalog/view/chemical-engineering-new/,"Chemical Engineering (New): Multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Cisco AppDynamics (New),https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,"Cisco AppDynamics (New): Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Civil Engineering (New),https://www.shl.com/products/product-catalog/view/civil-engineering-new/,"Civil Engineering (New): Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Cloud Computing (New),https://www.shl.com/products/product-catalog/view/cloud-computing-new/,"Cloud Computing (New): Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Find assessments that best meet your needs.,https://www.shl.com/products/product-catalog/?start=60&type=1&type=1,"Browse through our product assessment catalog for unrivalled employee assessments that evaluate cognitive ability, personality, behavior, skills, and more.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|See Our Solutions,K&P
Teradata Development (New),https://www.shl.com/products/product-catalog/view/teradata-development-new/,"Teradata Development (New): Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Time Management (U.S.),https://www.shl.com/products/product-catalog/view/time-management-u-s/,Time Management (U.S.): This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Training Development,https://www.shl.com/products/product-catalog/view/training-development/,"Training Development: The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Typing (New),https://www.shl.com/products/product-catalog/view/typing-new/,Typing (New): Typing based test that evaluates typing speed and accuracy.,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
UiPath RPA Development (New),https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/,"UiPath RPA Development (New): Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Universal Competency Framework Interview Guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/,Universal Competency Framework Interview Guide: The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K&P
Universal Competency Framework Job profiling guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Universal Competency Framework Job profiling guide: The SHL Universal Competency Framework establishes a common language for competencies that underpins SHL’s products and services. It is a single underlying…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K&P
Universal Competency Framework Profiler Cards (44),https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,"Universal Competency Framework Profiler Cards (44): The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K&P
UNIX (New),https://www.shl.com/products/product-catalog/view/unix-new/,"UNIX (New): Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
